feeder_id,state,date,units_injected_kwh,units_billed_kwh,loss_percentage,transformer_age_years,temperature_celsius,load_factor,smart_meter_installed,voltage_fluctuation,outage_hours_monthly
FEEDER_008,West Bengal,2024-01-06,1565.9,1066.3,31.9,28,43.3,0.57,False,2.26,18.1
FEEDER_008,Bihar,2024-01-07,1690.19,1276.39,24.48,23,33.1,0.52,True,5.46,15.6
FEEDER_008,Uttar Pradesh,2024-01-08,4185.34,3785.2,9.56,20,41.9,0.87,False,4.55,14.3
FEEDER_008,Tamil Nadu,2024-01-09,3793.6,2913.63,23.2,5,15.7,0.59,True,9.06,6.0
FEEDER_008,West Bengal,2024-01-10,4548.4,4134.61,9.1,12,16.5,0.83,True,6.41,18.6
FEEDER_008,Tamil Nadu,2024-01-11,3180.76,2605.37,18.09,6,26.7,0.92,False,0.53,7.5
FEEDER_008,Uttar Pradesh,2024-01-12,3396.26,2240.74,34.02,29,42.8,0.69,True,7.07,15.7
FEEDER_008,Rajasthan,2024-01-13,3686.83,3034.79,17.69,14,26.5,0.47,True,6.53,8.6
FEEDER_008,Tamil Nadu,2024-01-14,3942.33,3112.95,21.04,29,28.4,0.54,False,6.1,16.5
FEEDER_008,Tamil Nadu,2024-01-15,1182.52,998.8,15.54,17,29.6,0.46,True,3.88,13.6
FEEDER_008,Uttar Pradesh,2024-01-16,1914.23,1621.03,15.32,8,44.9,0.88,False,5.17,2.5
FEEDER_008,Gujarat,2024-01-17,3795.58,2724.89,28.21,30,33.7,0.71,False,0.93,3.4
FEEDER_008,Rajasthan,2024-01-18,1247.11,1071.89,14.05,17,41.3,0.5,True,4.37,8.8
FEEDER_008,Bihar,2024-01-19,3565.83,2774.8,22.18,17,17.5,0.8,False,7.74,0.5
FEEDER_008,Madhya Pradesh,2024-01-20,2616.91,1832.36,29.98,25,31.3,0.51,False,6.94,6.6
FEEDER_008,Gujarat,2024-01-21,3868.62,2999.0,22.48,11,41.8,0.83,False,1.41,1.8
FEEDER_008,Bihar,2024-01-22,3396.5,2437.49,28.24,18,20.1,0.51,False,6.53,7.1
FEEDER_008,Tamil Nadu,2024-01-23,4355.67,2884.21,33.78,11,30.2,0.95,False,3.57,15.4
FEEDER_008,Maharashtra,2024-01-24,4105.27,3702.3,9.82,25,19.8,0.63,True,5.1,12.3
FEEDER_008,West Bengal,2024-01-25,2181.45,1837.39,15.77,29,18.2,0.8,True,2.86,10.2
FEEDER_008,Tamil Nadu,2024-01-26,2866.47,2417.46,15.66,20,15.1,0.47,True,1.87,1.3
FEEDER_008,West Bengal,2024-01-27,2241.68,1714.92,23.5,28,21.6,0.86,True,1.94,2.7
FEEDER_008,Bihar,2024-01-28,3346.13,2703.45,19.21,28,45.0,0.69,False,9.05,1.8
FEEDER_008,West Bengal,2024-01-29,1015.66,759.58,25.21,30,20.8,0.58,False,9.4,17.2
FEEDER_008,Tamil Nadu,2024-01-30,2888.47,2359.89,18.3,3,20.9,0.53,False,8.62,3.5
FEEDER_009,Rajasthan,2024-01-01,3780.28,2570.82,31.99,14,18.6,0.88,False,7.27,6.0
FEEDER_009,Rajasthan,2024-01-02,3648.18,3198.07,12.34,30,23.5,0.7,False,7.69,2.5
FEEDER_009,Gujarat,2024-01-03,2361.62,2134.35,9.62,22,22.3,0.81,False,9.1,17.8
FEEDER_009,Gujarat,2024-01-04,4490.51,2932.94,34.69,11,29.9,0.78,True,4.09,6.8
FEEDER_009,West Bengal,2024-01-05,1635.97,1523.89,6.85,9,41.3,0.62,False,0.62,15.5
FEEDER_009,Bihar,2024-01-06,1168.21,997.39,14.62,11,43.5,0.84,True,3.94,13.4
FEEDER_009,Uttar Pradesh,2024-01-07,4854.45,4294.65,11.53,11,33.3,0.66,False,4.38,6.5
FEEDER_009,Rajasthan,2024-01-08,632.77,459.07,27.45,18,28.7,0.62,False,6.38,12.6
FEEDER_009,Maharashtra,2024-01-09,549.96,458.44,16.64,17,15.2,0.8,True,4.2,0.6
FEEDER_009,West Bengal,2024-01-10,4470.04,4217.36,5.65,14,34.7,0.91,True,2.64,17.1
FEEDER_009,West Bengal,2024-01-11,2825.79,2001.22,29.18,21,39.3,0.53,True,4.39,4.3
FEEDER_009,Tamil Nadu,2024-01-12,2622.01,1852.43,29.35,27,41.7,0.72,True,9.89,15.1
FEEDER_009,Madhya Pradesh,2024-01-13,1460.5,1240.63,15.05,4,15.3,0.52,False,3.96,13.0
FEEDER_009,Maharashtra,2024-01-14,2763.49,2319.01,16.08,12,37.4,0.75,True,6.49,2.3
FEEDER_009,Tamil Nadu,2024-01-15,516.88,483.09,6.54,1,44.9,0.73,False,9.23,0.2
FEEDER_009,Maharashtra,2024-01-16,3625.39,3217.04,11.26,26,20.9,0.7,False,9.09,15.9
FEEDER_009,Tamil Nadu,2024-01-17,1824.03,1515.96,16.89,28,17.2,0.93,False,9.67,0.7
FEEDER_009,West Bengal,2024-01-18,4310.39,3629.06,15.81,7,24.0,0.91,True,9.38,6.6
FEEDER_009,Bihar,2024-01-19,2468.55,2027.86,17.85,25,44.1,0.63,False,6.63,8.7
FEEDER_009,Gujarat,2024-01-20,3060.46,2707.5,11.53,29,23.9,0.45,True,1.12,12.4
FEEDER_009,Bihar,2024-01-21,1032.31,732.96,29.0,28,42.5,0.79,True,7.16,9.2
FEEDER_009,Gujarat,2024-01-22,3451.65,3121.16,9.57,9,31.1,0.68,True,1.41,18.0
FEEDER_009,Bihar,2024-01-23,3577.05,2507.43,29.9,9,21.0,0.87,True,7.48,3.1
FEEDER_009,Rajasthan,2024-01-24,905.26,658.97,27.21,3,36.9,0.62,True,6.19,2.8
FEEDER_009,Maharashtra,2024-01-25,1916.25,1446.63,24.51,21,31.6,0.75,False,8.58,4.9
FEEDER_009,Uttar Pradesh,2024-01-26,1244.79,1149.18,7.68,9,37.1,0.85,False,5.44,4.8
FEEDER_009,Maharashtra,2024-01-27,1292.27,1190.78,7.85,10,44.1,0.47,True,8.79,14.0
FEEDER_009,Rajasthan,2024-01-28,4963.45,4008.11,19.25,22,41.7,0.71,False,3.05,8.2
FEEDER_009,Bihar,2024-01-29,3025.87,2691.36,11.05,21,40.7,0.93,False,6.74,11.7
FEEDER_009,Madhya Pradesh,2024-01-30,2328.9,1606.43,31.02,29,28.7,0.66,True,8.02,0.5
FEEDER_010,Bihar,2024-01-01,3670.66,2605.35,29.02,27,23.5,0.8,False,9.7,4.8
FEEDER_010,Gujarat,2024-01-02,4255.47,3580.24,15.87,12,32.9,0.86,True,9.39,10.7
FEEDER_010,Madhya Pradesh,2024-01-03,1607.78,1071.23,33.37,13,23.5,0.73,True,2.36,17.8
FEEDER_010,Madhya Pradesh,2024-01-04,4616.11,4065.35,11.93,18,29.0,0.77,True,5.04,3.3
FEEDER_010,West Bengal,2024-01-05,3088.65,2098.99,32.04,14,39.8,0.59,True,2.98,19.5
FEEDER_010,Uttar Pradesh,2024-01-06,4622.99,3265.66,29.36,22,28.7,0.86,False,3.6,9.5
FEEDER_010,Maharashtra,2024-01-07,4104.17,3849.81,6.2,14,24.3,0.78,False,2.89,14.4
FEEDER_010,Gujarat,2024-01-08,2218.36,1941.24,12.49,7,35.5,0.71,False,8.11,17.0
FEEDER_010,West Bengal,2024-01-09,1742.54,1391.44,20.15,8,31.1,0.87,True,4.55,8.9
FEEDER_010,Uttar Pradesh,2024-01-10,4676.74,3894.25,16.73,27,15.4,0.83,False,2.1,8.7
FEEDER_010,Tamil Nadu,2024-01-11,3957.32,2617.42,33.86,30,39.1,0.81,True,7.11,14.9
FEEDER_010,Maharashtra,2024-01-12,3202.3,2228.97,30.39,16,26.0,0.5,True,4.66,14.6
FEEDER_010,Maharashtra,2024-01-13,2442.94,1589.5,34.93,7,27.4,0.83,False,2.86,6.3
FEEDER_010,West Bengal,2024-01-14,1918.71,1324.37,30.98,25,23.7,0.75,False,0.81,14.1
FEEDER_010,Uttar Pradesh,2024-01-15,788.01,709.32,9.99,13,32.6,0.54,True,2.2,13.9
FEEDER_010,West Bengal,2024-01-16,891.07,646.38,27.46,9,25.8,0.74,False,6.93,11.9
FEEDER_010,West Bengal,2024-01-17,3198.22,2218.1,30.65,26,42.1,0.79,False,6.69,14.8
FEEDER_010,Rajasthan,2024-01-18,531.59,502.46,5.48,4,21.0,0.73,False,2.63,16.7
FEEDER_010,Rajasthan,2024-01-19,2561.75,1703.68,33.5,3,28.0,0.46,True,8.97,5.8
FEEDER_010,Rajasthan,2024-01-20,1948.04,1730.04,11.19,28,23.0,0.48,False,3.91,8.4
FEEDER_010,West Bengal,2024-01-21,3485.05,2687.32,22.89,23,26.2,0.89,True,4.86,3.5
FEEDER_010,Madhya Pradesh,2024-01-22,4295.56,3236.18,24.66,12,30.2,0.78,False,9.48,5.6
FEEDER_010,Bihar,2024-01-23,1234.96,1055.01,14.57,15,21.4,0.64,False,8.05,12.5
FEEDER_010,Madhya Pradesh,2024-01-24,3145.02,2335.64,25.74,19,18.6,0.86,True,1.17,11.0
FEEDER_010,Uttar Pradesh,2024-01-25,1514.29,1002.4,33.8,26,18.5,0.43,True,3.23,1.3
FEEDER_010,Madhya Pradesh,2024-01-26,2664.22,2489.2,6.57,7,44.4,0.47,False,8.49,15.0
FEEDER_010,Madhya Pradesh,2024-01-27,622.01,417.4,32.89,5,23.1,0.86,False,2.63,11.1
FEEDER_010,Bihar,2024-01-28,1789.27,1369.32,23.47,4,16.7,0.59,True,1.32,18.5
FEEDER_010,Gujarat,2024-01-29,2088.11,1953.65,6.44,23,41.5,0.53,False,8.6,18.7
FEEDER_010,Maharashtra,2024-01-30,4636.42,3395.96,26.75,29,20.3,0.91,False,6.67,9.7
FEEDER_011,Uttar Pradesh,2024-01-01,1787.17,1419.64,20.56,20,41.0,0.8,True,5.65,10.4
FEEDER_011,Rajasthan,2024-01-02,2791.44,2082.93,25.38,26,39.1,0.93,False,9.92,0.7
FEEDER_011,Uttar Pradesh,2024-01-03,3553.69,2705.12,23.88,7,27.8,0.9,False,3.17,18.0
FEEDER_011,Tamil Nadu,2024-01-04,4281.83,3438.33,19.7,1,37.9,0.46,False,7.45,17.1
FEEDER_011,Gujarat,2024-01-05,4995.42,4261.51,14.69,10,24.1,0.66,True,2.19,1.3
FEEDER_011,West Bengal,2024-01-06,4570.25,3570.75,21.87,2,23.6,0.53,False,9.45,19.5
FEEDER_011,Rajasthan,2024-01-07,682.9,515.64,24.49,13,38.5,0.83,False,4.62,14.6
FEEDER_011,Gujarat,2024-01-08,1609.25,1447.02,10.08,30,25.9,0.79,True,3.29,13.4
FEEDER_011,Rajasthan,2024-01-09,2445.29,1655.88,32.28,9,21.2,0.81,False,1.86,1.5
FEEDER_011,Uttar Pradesh,2024-01-10,1838.36,1566.53,14.79,11,34.4,0.72,False,9.57,15.6
FEEDER_011,Madhya Pradesh,2024-01-11,995.4,684.57,31.23,22,38.4,0.91,False,7.23,15.9
FEEDER_011,Uttar Pradesh,2024-01-12,934.89,862.96,7.69,18,19.8,0.66,True,7.12,12.3
FEEDER_011,Maharashtra,2024-01-13,3224.47,2465.83,23.53,15,20.9,0.94,False,4.23,9.0
FEEDER_011,Madhya Pradesh,2024-01-14,1121.51,874.0,22.07,25,18.2,0.59,False,2.68,10.9
FEEDER_011,Rajasthan,2024-01-15,3952.87,3322.64,15.94,2,19.7,0.66,False,8.94,5.2
FEEDER_011,Bihar,2024-01-16,1066.47,954.96,10.46,9,24.0,0.81,False,9.9,6.0
FEEDER_011,Rajasthan,2024-01-17,3605.16,3096.12,14.12,4,41.0,0.8,False,2.31,17.2
FEEDER_011,Tamil Nadu,2024-01-18,2279.56,1685.35,26.07,26,21.7,0.48,True,2.82,13.6
FEEDER_011,Bihar,2024-01-19,3494.71,2492.81,28.67,15,24.9,0.79,True,8.38,5.0
FEEDER_011,Rajasthan,2024-01-20,3318.13,2826.81,14.81,3,15.2,0.68,False,3.07,7.2
FEEDER_011,Rajasthan,2024-01-21,3889.91,2592.32,33.36,29,16.0,0.48,True,6.07,19.0
FEEDER_011,Bihar,2024-01-22,4770.75,3364.79,29.47,28,17.2,0.48,False,2.94,19.5
FEEDER_011,Rajasthan,2024-01-23,2900.32,2290.2,21.04,2,39.4,0.75,False,6.72,16.2
FEEDER_011,Madhya Pradesh,2024-01-24,3212.13,2670.4,16.87,4,15.2,0.74,False,4.01,6.1
FEEDER_011,Uttar Pradesh,2024-01-25,2358.04,1807.8,23.33,29,33.2,0.46,True,8.97,9.5
FEEDER_011,Gujarat,2024-01-26,1776.62,1359.9,23.46,7,43.8,0.58,False,3.32,14.1
FEEDER_011,Uttar Pradesh,2024-01-27,2460.98,1637.18,33.47,3,24.7,0.69,True,1.78,12.0
FEEDER_011,Madhya Pradesh,2024-01-28,3903.32,3221.4,17.47,12,30.9,0.85,True,6.34,2.9
FEEDER_011,Tamil Nadu,2024-01-29,962.41,675.32,29.83,12,30.5,0.44,False,3.45,14.6
FEEDER_011,Maharashtra,2024-01-30,3757.41,2727.75,27.4,24,41.7,0.63,True,2.49,0.2
FEEDER_012,Tamil Nadu,2024-01-01,2281.11,1617.78,29.08,30,24.3,0.75,False,1.63,3.5
FEEDER_012,Madhya Pradesh,2024-01-02,847.64,754.12,11.03,6,21.3,0.78,False,9.26,0.8
FEEDER_012,Rajasthan,2024-01-03,2292.66,2072.18,9.62,13,24.7,0.6,True,9.62,17.5
FEEDER_012,Tamil Nadu,2024-01-04,1494.52,1032.16,30.94,20,25.8,0.94,True,5.26,16.7
FEEDER_012,Gujarat,2024-01-05,2342.7,1794.73,23.39,21,37.4,0.8,True,9.04,14.5
FEEDER_012,West Bengal,2024-01-06,4494.59,3175.59,29.35,2,21.2,0.82,False,8.07,2.6
FEEDER_012,Gujarat,2024-01-07,1139.99,963.86,15.45,9,33.6,0.47,True,7.92,15.2
FEEDER_012,Gujarat,2024-01-08,4058.92,3209.64,20.92,9,22.0,0.66,True,2.9,14.4
FEEDER_012,Madhya Pradesh,2024-01-09,1822.99,1476.08,19.03,23,40.5,0.73,False,9.27,16.9
FEEDER_012,Gujarat,2024-01-10,1161.75,1065.3,8.3,10,30.0,0.8,True,5.81,19.8
FEEDER_012,Bihar,2024-01-11,2803.93,2198.51,21.59,24,34.3,0.54,True,2.52,0.1
FEEDER_012,Madhya Pradesh,2024-01-12,2534.73,1757.88,30.65,22,41.6,0.94,False,7.69,11.2
FEEDER_012,Rajasthan,2024-01-13,4824.71,3880.14,19.58,23,26.8,0.88,False,4.32,2.7
FEEDER_012,Maharashtra,2024-01-14,3420.14,2983.13,12.78,11,20.5,0.73,False,6.71,8.6
FEEDER_012,Rajasthan,2024-01-15,2329.81,1571.3,32.56,16,16.2,0.59,False,5.85,6.6
FEEDER_012,Rajasthan,2024-01-16,2872.29,2237.69,22.09,23,44.5,0.79,False,9.72,20.0
FEEDER_012,Rajasthan,2024-01-17,4312.15,3411.5,20.89,9,24.1,0.89,True,1.58,12.8
FEEDER_012,Maharashtra,2024-01-18,4912.86,4103.83,16.47,30,22.4,0.54,False,2.0,10.6
FEEDER_012,West Bengal,2024-01-19,1807.48,1285.16,28.9,17,29.1,0.9,True,1.84,4.6
FEEDER_012,Gujarat,2024-01-20,2122.05,1786.33,15.82,18,44.0,0.51,True,8.45,19.7
FEEDER_012,West Bengal,2024-01-21,980.02,682.82,30.33,30,16.8,0.41,True,0.66,15.0
FEEDER_012,Bihar,2024-01-22,1478.95,1222.52,17.34,3,40.4,0.88,False,9.37,6.2
FEEDER_012,Gujarat,2024-01-23,2530.25,2081.52,17.73,15,32.0,0.78,True,6.31,12.7
FEEDER_012,Maharashtra,2024-01-24,1074.47,883.56,17.77,28,40.4,0.52,True,6.93,9.9
FEEDER_012,Uttar Pradesh,2024-01-25,4129.28,3775.39,8.57,4,39.0,0.86,False,9.72,6.8
FEEDER_012,Gujarat,2024-01-26,4300.14,2862.86,33.42,22,42.0,0.81,False,5.49,6.2
FEEDER_012,Maharashtra,2024-01-27,3910.3,3294.97,15.74,27,44.0,0.73,True,1.26,5.6
FEEDER_012,Uttar Pradesh,2024-01-28,2916.79,2035.07,30.23,3,35.8,0.42,False,3.9,14.6
FEEDER_012,Bihar,2024-01-29,3606.92,3375.69,6.41,13,27.9,0.47,False,6.0,7.4
FEEDER_012,Bihar,2024-01-30,3676.8,3129.5,14.89,12,27.3,0.73,True,2.31,15.9
FEEDER_013,Uttar Pradesh,2024-01-01,4404.66,3087.66,29.9,11,26.6,0.7,False,3.45,11.9
FEEDER_013,Uttar Pradesh,2024-01-02,2990.74,2598.65,13.11,12,15.0,0.86,True,2.74,2.1
FEEDER_013,Gujarat,2024-01-03,3308.58,2765.06,16.43,13,32.4,0.66,False,3.67,0.7
FEEDER_013,Maharashtra,2024-01-04,3505.72,3087.22,11.94,8,42.4,0.76,True,7.06,7.5
FEEDER_013,West Bengal,2024-01-05,4107.62,3682.34,10.35,3,32.9,0.5,False,8.28,10.8
FEEDER_013,Bihar,2024-01-06,3139.32,2746.59,12.51,9,22.1,0.82,True,6.36,18.3
FEEDER_013,Bihar,2024-01-07,978.11,755.88,22.72,1,22.5,0.86,True,5.62,8.4
FEEDER_013,Maharashtra,2024-01-08,4791.31,4124.0,13.93,26,33.3,0.57,True,7.85,11.9
FEEDER_013,Madhya Pradesh,2024-01-09,1589.97,1076.98,32.26,23,33.5,0.8,False,4.4,10.5
FEEDER_013,Uttar Pradesh,2024-01-10,4619.54,3862.74,16.38,21,25.8,0.43,True,7.84,3.8
FEEDER_013,Rajasthan,2024-01-11,1044.08,761.86,27.03,11,17.5,0.47,False,7.84,15.0
FEEDER_013,Tamil Nadu,2024-01-12,3805.94,2618.38,31.2,9,34.4,0.94,True,7.92,3.5
FEEDER_013,West Bengal,2024-01-13,3713.84,2617.99,29.51,1,35.9,0.91,True,6.63,7.4
FEEDER_013,Tamil Nadu,2024-01-14,2986.02,2371.25,20.59,22,32.3,0.51,False,4.25,15.6
FEEDER_013,Rajasthan,2024-01-15,4910.03,4207.9,14.3,27,30.7,0.48,False,0.88,5.8
FEEDER_013,Gujarat,2024-01-16,1081.76,992.92,8.21,17,20.9,0.94,True,2.6,5.1
FEEDER_013,Gujarat,2024-01-17,2787.41,2415.32,13.35,7,26.9,0.41,False,1.74,10.8
FEEDER_013,Rajasthan,2024-01-18,4212.37,3378.16,19.8,9,40.8,0.53,False,8.82,5.1
FEEDER_013,West Bengal,2024-01-19,4463.1,3555.74,20.33,25,20.5,0.48,True,5.98,7.8
FEEDER_013,Tamil Nadu,2024-01-20,1799.91,1355.52,24.69,11,42.4,0.52,True,6.14,8.7
FEEDER_013,Bihar,2024-01-21,2366.24,2038.43,13.85,25,21.2,0.57,False,7.15,18.8
FEEDER_013,Bihar,2024-01-22,1930.66,1319.34,31.66,10,35.1,0.86,True,2.65,17.3
FEEDER_013,Uttar Pradesh,2024-01-23,2289.58,1567.1,31.56,10,30.5,0.49,False,3.65,0.6
FEEDER_013,Rajasthan,2024-01-24,875.08,606.03,30.75,8,40.2,0.95,False,5.16,19.8
FEEDER_013,Uttar Pradesh,2024-01-25,2171.34,1619.92,25.4,18,36.5,0.51,True,6.38,5.6
FEEDER_013,Bihar,2024-01-26,2974.44,2592.95,12.83,19,41.5,0.86,False,6.79,2.4
FEEDER_013,West Bengal,2024-01-27,2383.89,1787.99,25.0,28,42.9,0.76,False,8.24,17.1
FEEDER_013,Gujarat,2024-01-28,2367.9,1696.26,28.36,30,15.8,0.54,False,8.58,6.4
FEEDER_013,Madhya Pradesh,2024-01-29,2348.54,1566.01,33.32,25,27.1,0.77,True,3.37,18.2
FEEDER_013,Madhya Pradesh,2024-01-30,1514.44,1061.57,29.9,29,19.2,0.77,True,7.15,8.8
FEEDER_014,Gujarat,2024-01-01,3380.94,2642.98,21.83,22,32.6,0.49,True,3.52,13.5
FEEDER_014,Bihar,2024-01-02,4319.63,3137.05,27.38,15,34.1,0.53,True,5.76,17.5
FEEDER_014,Bihar,2024-01-03,2370.02,1709.15,27.88,8,41.6,0.47,True,2.18,2.0
FEEDER_014,Maharashtra,2024-01-04,1927.2,1381.55,28.31,22,34.2,0.5,False,3.31,5.2
FEEDER_014,Gujarat,2024-01-05,3701.56,2407.52,34.96,19,19.4,0.75,False,3.19,10.4
FEEDER_014,Uttar Pradesh,2024-01-06,2148.7,1718.09,20.04,10,42.1,0.91,False,2.72,5.0
FEEDER_014,Rajasthan,2024-01-07,2057.24,1391.96,32.34,23,43.3,0.45,True,4.32,1.6
FEEDER_014,Rajasthan,2024-01-08,3794.9,3361.85,11.41,29,39.0,0.72,False,7.8,3.5
FEEDER_014,Madhya Pradesh,2024-01-09,4994.95,3867.09,22.58,5,30.3,0.63,False,7.26,8.1
FEEDER_014,Tamil Nadu,2024-01-10,2075.11,1503.31,27.56,18,40.0,0.87,False,5.61,15.5
FEEDER_014,Maharashtra,2024-01-11,4973.9,4361.55,12.31,30,35.6,0.88,False,4.35,0.2
FEEDER_014,Tamil Nadu,2024-01-12,1720.1,1350.31,21.5,5,15.9,0.74,False,0.9,12.7
FEEDER_014,Rajasthan,2024-01-13,3564.19,2723.28,23.59,2,31.4,0.78,True,3.45,9.2
FEEDER_014,Rajasthan,2024-01-14,3374.81,2768.16,17.98,9,24.2,0.63,False,1.53,1.7
FEEDER_014,Gujarat,2024-01-15,3539.3,2736.33,22.69,26,35.0,0.53,True,1.22,13.6
FEEDER_014,West Bengal,2024-01-16,1682.75,1596.61,5.12,9,30.1,0.82,False,4.34,3.2
FEEDER_014,Rajasthan,2024-01-17,3018.47,2485.06,17.67,17,41.2,0.61,True,0.66,16.8
FEEDER_014,Rajasthan,2024-01-18,989.71,711.18,28.14,20,16.6,0.61,False,4.87,13.3
FEEDER_014,Bihar,2024-01-19,660.11,546.41,17.22,1,34.2,0.5,False,6.48,2.0
FEEDER_014,Maharashtra,2024-01-20,3073.78,2584.58,15.92,5,17.1,0.91,True,8.06,8.6
FEEDER_014,Tamil Nadu,2024-01-21,2605.72,2002.81,23.14,27,23.3,0.48,True,4.02,1.0
FEEDER_014,Rajasthan,2024-01-22,1878.95,1417.28,24.57,29,26.8,0.71,False,1.91,2.2
FEEDER_014,Uttar Pradesh,2024-01-23,2222.55,2018.54,9.18,20,20.3,0.51,True,3.96,4.4
FEEDER_014,Rajasthan,2024-01-24,2051.37,1765.57,13.93,24,16.4,0.53,False,4.0,16.6
FEEDER_014,Rajasthan,2024-01-25,2445.54,1719.55,29.69,9,26.5,0.81,False,3.99,7.1
FEEDER_014,Gujarat,2024-01-26,2540.06,1891.11,25.55,29,27.6,0.85,True,1.52,9.9
FEEDER_014,Madhya Pradesh,2024-01-27,3591.65,2854.1,20.53,6,36.0,0.43,True,6.92,11.4
FEEDER_014,Rajasthan,2024-01-28,1945.66,1739.72,10.58,12,37.7,0.59,False,3.13,0.6
FEEDER_014,Gujarat,2024-01-29,2325.74,1655.79,28.81,18,20.3,0.7,False,8.19,3.1
FEEDER_014,West Bengal,2024-01-30,2058.88,1771.44,13.96,24,29.9,0.77,False,9.9,17.2
FEEDER_015,Gujarat,2024-01-01,4380.25,4043.53,7.69,10,15.1,0.73,False,9.26,0.2
FEEDER_015,Bihar,2024-01-02,2357.17,2206.91,6.37,8,30.3,0.71,False,5.37,3.2
FEEDER_015,Uttar Pradesh,2024-01-03,3887.29,2955.76,23.96,21,20.2,0.48,False,5.99,12.5
FEEDER_015,West Bengal,2024-01-04,4884.94,3599.04,26.32,16,25.4,0.44,False,6.86,12.6
FEEDER_015,Gujarat,2024-01-05,2568.89,2230.51,13.17,9,32.2,0.55,False,2.33,18.2
FEEDER_015,Bihar,2024-01-06,3930.73,3358.91,14.55,14,42.3,0.74,False,5.19,10.1
FEEDER_015,Bihar,2024-01-07,1073.77,851.26,20.72,4,22.5,0.68,True,4.24,7.7
FEEDER_015,West Bengal,2024-01-08,654.16,542.62,17.05,25,43.1,0.61,False,4.65,3.7
FEEDER_015,Bihar,2024-01-09,4906.75,3987.17,18.74,26,28.0,0.61,True,8.13,4.1
FEEDER_015,Gujarat,2024-01-10,3613.3,3309.53,8.41,8,24.0,0.89,False,3.33,11.8
FEEDER_015,Rajasthan,2024-01-11,3387.57,2951.94,12.86,6,26.7,0.5,False,6.64,2.9
FEEDER_015,Madhya Pradesh,2024-01-12,2137.01,1648.5,22.86,6,37.7,0.44,True,7.5,2.2
FEEDER_015,Tamil Nadu,2024-01-13,4854.98,3978.44,18.05,7,44.5,0.48,False,5.97,1.2
FEEDER_015,Gujarat,2024-01-14,1776.98,1619.27,8.88,10,43.9,0.63,True,7.69,5.7
FEEDER_015,Tamil Nadu,2024-01-15,2934.83,2580.73,12.07,9,17.2,0.63,True,4.86,4.3
FEEDER_015,Tamil Nadu,2024-01-16,4312.43,2926.92,32.13,30,34.8,0.69,False,0.53,18.5
FEEDER_015,Madhya Pradesh,2024-01-17,545.06,372.57,31.65,26,26.0,0.81,False,3.02,1.5
FEEDER_015,Uttar Pradesh,2024-01-18,1806.49,1361.1,24.66,23,26.4,0.93,True,3.95,18.4
FEEDER_015,Maharashtra,2024-01-19,1728.92,1228.66,28.93,15,22.1,0.87,False,5.91,9.9
FEEDER_015,Rajasthan,2024-01-20,736.6,488.56,33.67,4,28.6,0.94,False,7.2,17.2
FEEDER_015,Tamil Nadu,2024-01-21,1759.87,1422.14,19.19,21,43.9,0.44,False,3.99,12.3
FEEDER_015,Gujarat,2024-01-22,4866.19,3481.95,28.45,13,15.7,0.78,True,7.78,9.4
FEEDER_015,West Bengal,2024-01-23,1744.0,1400.54,19.69,11,33.7,0.65,False,0.93,2.0
FEEDER_015,Gujarat,2024-01-24,3431.78,3072.53,10.47,13,43.6,0.75,False,2.56,3.5
FEEDER_015,West Bengal,2024-01-25,4004.04,3251.39,18.8,24,27.2,0.67,False,8.69,7.2
FEEDER_015,Bihar,2024-01-26,1450.58,1070.56,26.2,20,18.6,0.41,False,2.91,18.0
FEEDER_015,Maharashtra,2024-01-27,1927.85,1669.48,13.4,19,29.2,0.43,False,4.14,17.9
FEEDER_015,Bihar,2024-01-28,2196.5,1452.83,33.86,23,43.3,0.78,False,9.07,15.0
FEEDER_015,Bihar,2024-01-29,4072.79,3183.49,21.84,21,22.2,0.73,False,3.84,14.8
FEEDER_015,West Bengal,2024-01-30,1571.29,1215.87,22.62,25,16.7,0.48,False,6.98,11.6
FEEDER_016,Madhya Pradesh,2024-01-01,3461.16,3147.79,9.05,10,30.9,0.85,True,3.32,8.3
FEEDER_016,Uttar Pradesh,2024-01-02,3673.63,2931.63,20.2,24,42.5,0.76,False,1.37,4.0
FEEDER_016,Uttar Pradesh,2024-01-03,3143.61,2497.8,20.54,12,39.1,0.44,True,6.0,3.0
FEEDER_016,Gujarat,2024-01-04,1130.06,838.45,25.8,20,44.2,0.41,False,2.57,6.4
FEEDER_016,Gujarat,2024-01-05,2333.01,2213.23,5.13,17,40.4,0.59,False,9.36,5.9
FEEDER_016,Rajasthan,2024-01-06,2125.55,1852.31,12.86,8,40.2,0.82,True,9.09,17.0
FEEDER_016,Gujarat,2024-01-07,794.41,539.74,32.06,11,25.4,0.51,True,3.84,15.9
FEEDER_016,Maharashtra,2024-01-08,1309.48,1071.85,18.15,1,21.6,0.56,False,3.83,2.0
FEEDER_016,Tamil Nadu,2024-01-09,3200.02,2617.75,18.2,3,20.9,0.65,False,3.6,18.7
FEEDER_016,Uttar Pradesh,2024-01-10,4476.01,3826.46,14.51,23,41.6,0.66,True,5.1,11.6
FEEDER_016,Madhya Pradesh,2024-01-11,4094.33,3879.34,5.25,18,39.1,0.77,False,3.3,12.9
FEEDER_016,Gujarat,2024-01-12,4873.02,3408.77,30.05,26,38.2,0.5,True,2.15,18.7
FEEDER_016,Uttar Pradesh,2024-01-13,2571.87,2257.48,12.22,18,37.0,0.57,True,5.96,6.7
